#rxnMetaCycID	deltaG
RXN-10651	[]
R214-RXN	2.3241577
RXN-7067	6.897522
RXN-16864	-156.98544
RXN-9597	12.491486
RXN-19202	-77.580536
TRANS-RXN-121C	0.
RXN-3765	-85.034744
RXN-13496	-73.75543
TRANS-RXN0-553	0.
RXN-13000	-7.072998
RXN-11069	[]
RXN0-16	0.
RXN0-384	-113.54892
RXN18C3-241	[]
TRANS-RXN-108B	0.
RXN-15939	0.
RXN-8051	-94.31178
TRANS-RXN0-533	0.
4.1.2.23-RXN	2.6699982
RXN-16380	-12.711731
RXN0-0	0.
RXN-18789	-67.26996
RXN-13965	-95.8136
TRANS-RXN0-514	0.
RXN-16410	[]
RXN8J2-2	-1.3588867
RXN-17755	0.
RXN-10647	6.8976593
RXN-16889	-34.742256
TRANS-RXN0-497	0.
ARG-OXIDATION-RXN	-22.962997
DEOXYCYTIDINE-KINASE-RXN	-109.80597
RXN-13045	[]
RXN-720	-86.45482
2-HYDROXYBIPHENYL-3-MONOOXYGENASE-RXN	-93.1488
TRANS-RXN0-473	0.
RXN-19230	-31.804123
RXN-19673	-81.78479
3.6.3.31-RXN	[]
RXN-13521	6.897644
RXN-17398	-12.71167
TRANS-RXN0-452	0.
RXN-11099	0.
RXN-11530	-83.59473
RXN-18625	-85.592865
RXN18C3-47	-3.6100464
GSCYSDEG-RXN	3.1965332
TRANS-RXN0-280	0.
RXN-8088	-42.087124
1.14.11.1-RXN	-109.620026
RXN-19531	38.770824
RXN-13990	2.6641083
RXN-8556	-18.809967
TRANS-RXN0-266	0.
RXNQT-4171	1.7000427
RXN-20145	-16.623657
RXN-20491	[]
RXN-16930	-82.877625
RXN-14430	-90.647
TRANS-RXN0-212	0.
DHSHIKIMATE-DEHYDRO-RXN	-10.716995
RXN-12000	8.698776
TRANS-RXN-94B	0.
2.1.1.105-RXN	-4.3599854
URA-PHOSPH-RXN	-7.9499817
RXN-19414	[]
RXN-19700	6.8976593
RXN-9018	-4.360016
TRANS-RXN-56	0.
RXN-17428	60.26056
RXN-14864	[]
TRANS-RXN-377	[]
RXN-11554	[]
2.7.1.153-RXN	-10.785767
RXN-15167	-33.69107
H2NEOPTERINALDOL-RXN	2.56
RXN-17846	6.718689
RXN0-5260	-15.252228
1.14.13.36-RXN	-85.03477
MEVALDATE-REDUCTASE-NADPH-RXN	1.2935181
ABC-36-RXN	-7.598816
RXN-8583	-13.105316
3.3.2.10-RXN	-24.755253
RXN-16592	0.
RXN-20177	[]
RXN-20645	[]
RXN1G01-61	[]
RXN-14458	-1.1741104
RXN-1828	[]
TRANS-RXN-360	0.
RXN-12030	[]
RXN-12466	-30.483276
RXN-15604	-70.04553
VAGL-RXN	0.32411194
R-DEHYDROPANTOATE-DEHYDROGENASE-RXN	-13.729431
ABC-16-RXN	-7.598881274461746
RXN-9051	[]
RXN-95	6.8976135
TRANS-RXN-344	0.
RXN-14894	-2.0277596
RXN-3361	[]
TRANS-RXN-321	0.
2.7.7.1-RXN	-54.05249
RXN-15361	6.103515600000e-5
TRANS-RXN-297	-7.5989075
RXN-17878	91.977066
RXN-12944	-20.639992
RXN-14646	0.
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN	7.2170105
RXN0-271	-18.155762
TRANS-RXN-278	[]
3.4.13.21-RXN	39.271484
RXN-15864	-14.358246
RXN-19779	-7.598816
RXN-20669	[]
4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN	-9.281769
TRANS-RXN-25	0.
RXN-18306	-95.8136
RXN-18739	-111.84903
TRANS-RXN-234	0.
RXN-12499	-13.899963
RXN-10607	8.145813
TRANS-RXN-21	0.
R164-RXN	-16.65136
AMINOACYLASE-RXN	-21.005249
TRANS-RXN-194	-7.598877
RXN-9575	11.159996
RXN-683	-23.01001
RXN0-2501	0.
RXN-3592	-3.3912506
RXN-19182	-12.507019
TRANS-RXN-165	-33.6911
RXN-15385	-85.394775
RXN-13478	20.441818
TRANS-RXN0-616	0.
RXN-12979	-17.312256
RXN-11053	-16.849976
TRANS-RXN-137	0.
RXN0-3261	133.68568
RXN18C3-13	6.897537
RXN-14963	5.0422516
RXN-15921	-6.7312317
RXN-8026	-82.63520
TRANS-RXN0-569	0.
4.1.1.64-RXN	26.767487
RXN-16360	-104.271736
TRANS-RXN-118	0.
RXN-18767	-85.03475
RXN-13949	-2.1560059
TRANS-RXN0-549	0.
RXN-1063	-81.78479
RXN66-81	-94.75052
TRANS-RXN-106B	0.
ANTHRANILATE-N-METHYLTRANSFERASE-RXN	-14.200012
RXN-16862	1.7300053
TRANS-RXN0-530	0.
RXN-713	[]
DCMP-DEAMINASE-RXN	8.626999
TRANS-RXN0-511	-7.598877
RXN-19214	[]
2-ACYLGLYCEROL-O-ACYLTRANSFERASE-RXN	325.0658
TRANS-RXN0-493	0.
RXN-13504	-92.76184
RXN-19656	-4.359993
3.6.3.6-RXN	-7.598877
RXN-11079	8.46521
RXN-11510	[]
TRANS-RXN0-468	0.
RXN18C3-31	-3.6099854
GLYOCARBOLIG-RXN	-8.025879
3.6.3.28-RXN	-7.598816
RXN-8060	1.935791
1.13.11.15-RXN	-73.25824
TRANS-RXN0-448	0.
RXN-13974	6.897644
RXN-8538	-108.408905
RXN-20992	[]
RXNMETA-12671	4.9769897
RXN-20128	-90.00229
TRANS-RXN0-258	0.
RXN-16898	-88.65051
RXN-14415	-93.841736
RXN-9335	6.0409164
DEOXYNUCLEOSIDE-PHOSPHATE-KINASE-RXN	-0.7858887
RXN-11973	-13.
RXN-14352	0.
2-METHYLCITRATE-SYNTHASE-RXN	-13.525390
UDP-NACMURALA-GLU-LIG-RXN	-6.4384766
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	-5.0422516
RXN-19683	-108.408844
RXN-9001	6.8975525
TRANS-RXN0-207	-7.598816
RXN-17408	-0.37823486
RXN-17382	6.897583
RXN-16674	-74.34543
RXN-11538	-86.45477
RXN-14849	2.319992
TRANS-RXN-92	0.
GTP-CYCLOHYDRO-II-RXN	-96.9801
2.6.1.72-RXN	-2.6858978
TRANS-RXN-40	0.
1.14.11.28-RXN	-111.42
RXN-17825	-37.867218
RXN-15181	-31.194626
RXN-8564	-44.04001
METHYLACETOACETYLCOATHIOL-RXN	-5.249817
RXN-19395	-38.46335
RXN-20157	-63.882355
3.2.1.89-RXN	[]
TRANS-RXN-374	0.
RXN-14439	1.7999725
RXN-20629	[]
RXN-15164	-33.6911
RXN-12012	37.532104
RXN-12448	21.624023
ABC-33-RXN	-7.598816
UREIDOGLYCOLATE-HYDROLASE-RXN	-2.4530182
PYRUVATE-KINASE-PHOSPHATASE-RXN	[]
TRANS-RXN-357	0.
RXN-9028	-2.0558853
RXN-9484	1.0818176
ABC-13-RXN	-7.598816
RXN-14873	[]
RXN-3164	-2.7671165
RXN-8258	[]
2.7.1.68-RXN	-8.289550
RXN-15343	-18.49585
TRANS-RXN-341	0.
RXN-17854	-15.561096
RXN-12923	-4.3599854
TRANS-RXN-318	0.
MONOMETHYL-SULFATASE-RXN	-48.76123
RXN0-2301	7.09079
TRANS-RXN-294	0.
3.4.11.18-RXN	91.97707
RXN-18264	-95.81354
TRANS-RXN-274	0.
RXN-20653	[]
RXN-15840	3.541809
TRANS-RXN-245	0.
RXN-18288	-156.19202
3.6.4.6-RXN	[]
RXN-19260	52.873848
RXN-12479	-24.902252
RXN-18720	-289.08264
TRANS-RXN-230	0.
R12-RXN	0.52001953
RXN-10477	[]
TRANS-RXN-207	0.
RXN-9510	-25.840546
ALPHA-PINENE-OXIDE-DECYCLASE-RXN	41.64
RXN-20692	[]
RXN-3483	-77.00413
RXN-6683	-82.15476
RXN0-3	-7.598877
RXN-15369	-5.451233
RXN-19164	[]
TRANS-RXN-188	0.
RXN-12955	5.5906067
RXN-1346	-1.55
RXN0-2421	0.
RXN0-2943	-98.7606
RXN-11031	-7.590027
TRANS-RXN-16	0.
RXN-15893	1.2799988
RXN0-901	31.107788
TRANS-RXN0-593	-7.598877
4-HYDROXYGLUTAMATE-AMINOTRANSFERASE-RXN	0.6999817
RXN-801	-3.3858814
TRANS-RXN-130	0.
RXN-18750	105.76941
RXN-16312	-150.89398
TRANS-RXN0-565	0.
RXN-10614	8.1458435
RXN-13933	-4.3599854
RXN0-1741	0.
AMINOPARATHION-PHOSPHATASE-RXN	-4.5671387
RXN66-547	[]
TRANS-RXN-114	0.
RXN-7021	8.351746
RXN-16844	-18.62698
TRANS-RXN0-545	0.
RXN-19190	-2.1629944
D-XYLOSE-1-DEHYDROGENASE-NADP+-RXN	-5.9264526
TRANS-RXN-105	0.
RXN-13487	-85.39473
11-BETA-HYDROXYSTEROID-DEHYDROGENASE-RXN	18.915771
TRANS-RXN0-527	0.
RXN-11061	-22.660011
RXN-19633	-61.071007
TRANS-RXN0-508	-7.598877
RXN18C3-21	-19.482971
RXN-11484	96.59836
TRANS-RXN0-490	0.
RXN-8036	-3.1130066
GLYCINE-N-METHYLTRANSFERASE-RXN	-9.590012
RXN-13035	-7.598755
RXN-16372	-13.059998
1.1.4.1-RXN	-1.3162537
3.6.3.47-RXN	-7.598877
RXN-13957	-125.84546
RXN-8522	-115.27464
TRANS-RXN0-465	0.
RXN6666-9	8.7699585
RXN-20108	-106.2518
3.6.3.22-RXN	[]
RXN-16879	-4.049988
RXN-14397	-111.57000
TRANS-RXN0-444	0.
DEHYDDEOXPHOSGALACT-ALDOL-RXN	5.22818
RXN-11937	-101.90463
TRANS-RXN0-274	0.
2-DEOXYGLUCOSIDASE-RXN	99.598206
TYROSINE-3-MONOOXYGENASE-RXN	-93.020004
RXN-16720	1.1577606
RXN-19665	3.7130127
RXN-8976	6.8974304
TRANS-RXN0-239	0.
RXN-11521	-40.852997
RXN-17360	-87.58879
TRANS-RXN0-204	0.
GLYRIBONUCSYN-RXN	-6.265869
RXN-14828	-4.3599777
RXN0-6	0.
1.13.11.47-RXN	-93.281
2.6.1.37-RXN	-1.5400085
RXN-16669	-43.947838
RXN-8547	-48.75
RXN-17794	-1.0817871
TRANS-RXN-81	0.
RXN-20137	-82.705246
METHANETHIOL-OXIDASE-RXN	-12.703000
RXN-20925	[]
RXN-14423	-145.963
3.2.1.70-RXN	[]
RXN-5076	0.
RXN-11983	-30.119993
RXN-20612	[]
RXN-15177	-33.69107
UDPMANNACADEHYDROG-RXN	-11.811768
RXN-12425	31.24701
RXN-15636	16.572826
RXN-9009	2.541809
PYRIDOXINE-4-DEHYDROGENASE-RXN	-0.25646973
ABC-8-RXN	-7.598816
RXN-17393	1535.1277
RXN-9463	-95.8136
TRANS-RXN-371	-7.598816
RXN-14856	1.0870361
RXN-2901	0.32411194
RXN-15160	-33.69107
2.7.1.142-RXN	-2.7200317
RXN-15321	6.897644
ABC-28-RXN	-7.598816
RXN-17837	-4.360031
RXN-12901	-73.88050
TRANS-RXN-354	0.
METHYLGUANIDINASE-RXN	15.267002
RXN0-1861	0.20422363
RXN0-5203	0.
3.2.1.99-RXN	[]
RXN-18247	-95.8136
ABC-10-RXN	-7.598816
RXN-20637	[]
RXN-15804	-6.029999
RXN-8253	[]
RXN-18270	-95.81348
3.5.5.1-RXN	1.1898727
TRANS-RXN-338	0.
RXN-12458	-27.282257
RXN-18702	1.6900024
RXN-17055	16.90778
QUESTIN-MONOOXYGENASE-RXN	-71.41376
RXN-10452	-90.46054
TRANS-RXN-315	0.
RXN-9492	-99.320496
ALKYLHALIDASE-RXN	3.5587578
RXN0-5111	0.
RXN-3185	-1.1888885
RXN-6562	-5.04126
TRANS-RXN-290	-7.598816
RXN-15353	0.34588623
RXN-13441	5.2804565
RXN-15085	-33.69107
RXN-12932	-1.6264648
RXN-11012	-18.625793
RXN-8638	-7.598816
RXN0-2605	[]
RXN0-7318	[]
TRANS-RXN-271	0.
RXN-15848	-55.189056
RXN-7980	-85.394775
R601-RXN	5.042267
34-DIHYDROXYPHTHALATE-DECARBOXYLASE-RXN	1.1482391
RXN-16292	-9.805847
TRANS-RXN-242B	-7.598877
RXN-18731	1.7799988
RXN-13916	-4.3599854
TRANS-RXN-226	0.
RXN-10599	-48.75
RXN66-504	-16.027
TRANS-RXN-204	0.
AMIDASE-RXN	15.205124
RXN-19145	33.69449
TRANS-RXN-185	0.
RXN-6722	-4.7059097
RXN-16823	-79.957
RXN-15428	-167.39449
RXN-19174	6.897583
D-GLUTAMYLTRANSFERASE-RXN	-2.9282227
RXN-10691	133.33734
RXN-13470	-3.1130066
1.8.1.12-RXN	-1.016571
TRANS-RXN-155B	-33.69113
RXN-11045	[]
RXN-19609	19.47876
TRANS-RXN0-579	0.
RXN18C3-109	-3.6100159
RXN-11455	38.856003
TRANS-RXN-126B	0.
RXN-8018	3.7170258
GLYCEROL-2-PHOSPHATASE-RXN	4.4970093
TRANS-RXN0-562	0.
RXN-16332	-52.83528
1.1.1.53-RXN	-0.3782196
RXN0-1701	0.
RXN-13941	8.351746
RXN-8506	-25.840576
RXN0-7231	-41.052235
RXN66-578	-15.278350
RXN-20087	-30.052246
TRANS-RXN-108I	0.
RXN-16852	[]
RXN-14371	0.
TRANS-RXN0-540	-33.69107
DARABALDOL-RXN	5.630005
RXN-11918	[]
RXN66-447	0.
13-PROPANEDIOL-DEHYDROGENASE-RXN	2.5417786
TRYPTOPHAN-2-MONOOXYGENASE-RXN	-128.71599
TRANS-RXN-100	0.
RXN-19641	-9.792908
RXN-8957	12.654297
TRANS-RXN0-524	0.
RXN-11492	3.6800537
RXN-17340	-6.358185
TRANS-RXN0-504	-7.598877
GLYCOPROTEIN-N-PALMITOYLTRANSFERASE-RXN	-303.15247
RXN-14812	0.52001953
RXN-20589	[]
1.10.3.8-RXN	-138.2658
2.5.1.64-RXN	-10.290009
TRANS-RXN0-481	0.
RXN-8530	[]
RXN-17778	7.0600586
3.6.3.41-RXN	-7.5989075
RXN-20118	0.
MANNONOXIDOREDUCT-RXN	1.0817871
TRANS-RXN0-462	0.
RXN-14405	-16.704254
3.2.1.48-RXN	-6.7929993
3.6.3.17-RXN	[]
RXN-11962	[]
RXN-20595	[]
TRANS-RXN0-417	0.
UDP-GLUCOSAMINE-EPIMERASE-RXN	0.
RXN-12406	0.9647217
TRANS-RXN0-270	0.
RXN-8988	-98.08410
PTERIDINE-OXIDASE-RXN	[]
TRANS-RXN0-233	0.
RXN-17373	-6.7400208
RXN-9446	-126.19946
TRANS-RXN0-201	0.
RXN-14837	6.8975525
RXN-2543	12.049988
RXN-20940	[]
2.6.1.57-RXN	42.40857
RXN-15303	-91.90051
TRANS-RXN-76	0.
RXN-17805	[]
RXN-12880	-85.46475
TRANS-RXN-69	0.
METHIONINE-DECARBOXYLASE-RXN	-3.0899963
RXN0-1081	4.5982056
TRANS-RXN-387	[]
3.2.1.78-RXN	-620.9753
RXN-1823	[]
RXN-15174	-33.69107
RXN-20620	[]
RXN-15787	-32.835876
ABC-64-RXN	-7.598816
RXN-12435	-3.112976
3.5.1.87-RXN	3.3611298
TRANS-RXN-367	[]
PYROGALLOL-12-OXYGENASE-RXN	-97.512344
RXN-18679	-123.35678
RXN-15157	-33.69107
RXN-9473	0.
RXN-10434	-13.275848
ABC-25-RXN	-7.598938
RXN-2961	-0.8299866
ALDOSE-1-DEHYDROGENASE-RXN	[]
RXN1G-472	-7.598877
RXN-15330	7.727478
RXN-6462	-13.110000
TRANS-RXN-351	0.
RXN-12914	18.444824
RXN-13416	-9.758878
TRANS-RXN-335	0.
RXN0-2042	-121.91058
RXN-10998	-18.625946
RXN0-5130	0.
RXN-18257	-95.81348
RXN0-7248	-12.711731
TRANS-RXN-31	0.
RXN-15818	0.9918213
RXN-7953	17.792847
RXN-14653	0.
3.6.1.41-RXN	-14.543213
RXN-16270	-122.615005
RXN-20325	[]
RXN-18712	-122.9505
RXN-13900	-4.360016
TRANS-RXN-285	0.
RXN-10463	-23.453003
RXN66-487	-95.2805
RXN-11250	-46.001175
ALLOPHANATE-HYDROLASE-RXN	-8.978882
RXN-19125	-13.567627
TRANS-RXN-269	0.
RXN-6641	61.163727
RXN-16804	-2.079956
TRANS-RXN-241	0.
RXN-13450	-3.5823975
D-2-HYDROXY-ACID-DEHYDROGENASE-RXN	[]
TRANS-RXN-220	-7.5989075
RXN-11021	-13.
1.5.1.9-RXN	5.528778
TRANS-RXN-201	0.
RXN0-7346	[]
RXN-19591	-1.3330116
TRANS-RXN-177	0.
RXN-7998	-3.6100464
RXN-11439	5.677002
RXN0-2261	0.
RXN-16304	1.1282349
GLUTATHIONE-THIOESTERASE-RXN	147.68971
TRANS-RXN-145	0.
RXN-13924	-4.360016
1.1.1.272-RXN	22.835754
TRANS-RXN0-576	0.
RXN66-515	-3.6329994
RXN-8489	-105.694
RXN-11118	-3.4947205
RXN-16831	-125.90747
RXN-14347	-1.6264648
TRANS-RXN-125	0.
D-OCTOPINE-DEHYDROGENASE-RXN	[]
RXN-11900	-63.822968
TRANS-RXN0-559	0.
1.8.5.1-RXN	-24.178284
TRIOKINASE-RXN	-13.475891
RXN-17801	-64.609505
RXN-19623	8.145813
RXN-8940	-6.51178
RXN0-1682	0.
RXN-11465	4.585388
RXN-17321	-533.1221
TRANS-RXN-108F	0.
GLYCINE--TRNA-LIGASE-RXN	-55.287964
RXN-14797	2.1629639
TRANS-RXN0-537	0.
1.1.3.32-RXN	-104.27177
2.4.99.7-RXN	-156.81616
RXN0-11	-7.598877
RXN-8514	-11.0599785
RXN-20072	-45.244568
RXN0-7124	-69.33476
RXN-20096	-89.89882
RXN-17752	-34.377014
TRANS-RXN0-520	0.
RXN-14379	81.89820
MALTODEG-RXN	6.103515600000e-5
RXN0-7077	0.
RXN-11929	-1.6264801
3.2.1.21-RXN	99.598206
RXN-14455	-7.598877
TSDOSALCAL-RXN	-116.49005
RXN-20577	[]
TRANS-RXN0-501	0.
RXN-8965	1.4729614
RXN-12384	-114.650635
RXN-15796	565.6174
RXN-17349	-87.072495
PROTOCATECHUATE-34-DIOXYGENASE-RXN	-98.7606
TRANS-RXN0-478	-7.598816
RXN-14820	-121.110016
RXN-9431	-93.320526
3.6.3.37-RXN	-7.598877
2.6.1.14-RXN	-38.69449
RXN-15285	-32.458862
TRANS-RXN0-459	0.
RXN-17786	-1.0817871
RXN-12862	8.027008
3.6.3.11-RXN	-7.598816
MELILOTATE-3-MONOOXYGENASE-RXN	-93.1488
RXN-9984	-11.26712
RXN-21022	[]
3.2.1.59-RXN	-58.88179
RXN-18214	-82.25528
TRANS-RXN0-284	0.
RXN-20604	[]
RXN-15767	-59.69037
TRANS-RXN0-267	0.
RXN-12417	-97.43360
3.5.1.55-RXN	61.787827
RXN0-6491	-27.532211
PYRAMKIN-RXN	-13.567627
RXN-2425	2.1629028
TRANS-RXN0-226	0.
RXN-9453	-2.6071167
RXN-18661	3.432312
TRANS-RXN0-162	-7.598877
RXN-2761	-21.185822
RXN-10381	-0.29698944
RXN-13407	0.
RXN-15311	-109.619995
ALANOPINE-DEHYDROGENASE-RXN	5.5687866
RXN-19422	-5.962227
RXN-12891	[]
RXN-6381	-23.338886
RXN-11389	[]
RXN0-1402	-25.99237
RXN-13384	24.8668
RXN-19939	116.44818
RXN-1824	[]
RXN-10981	[]
TRANS-RXN-62A	0.
RXN-15795	-103.30359
RXN0-7141	13.518799
RXN0-5330-YEAST	1.1381836
3.5.2.14-RXN	-40.166016
RXN-7919	147.68968
TRANS-RXN-381	0.
RXN-18691	[]
RXN-16253	76.1582
RXN-15171	-33.6911
RXN-10444	-103.621826
RXN-13883	-76.35751
RXN0-5269	[]
ALKAN-1-OL-DEHYDROGENASE-ACCEPTOR-RXN	[]
RXN66-469	-331.11646
ABC-5-RXN	-7.5988464
RXN-6543	-122.20001
RXN-19105	-4.360016
RXN1QP9-71	-32.442932
RXN-13429	-73.37753
RXN-16784	-2.605896
TRANS-RXN-364	0.
RXN-11005	-64.67673
CYSTEAMINE-DIOXYGENASE-RXN	-78.31
RXN-15152	-33.69107
RXN0-7283	-6.813019
1.4.3.20-RXN	-23.963
RXN-16107	-22.032257
RXN-7971	-0.1665039
RXN-19573	11.055876
ABC-20-RXN	-7.598877
RXN-16281	-2.49646
RXN-11424	-11.477016
TRANS-RXN-349	0.
RXN-13908	4.6952515
GLUTAMATE-N-ACETYLTRANSFERASE-RXN	-1.2482033
TRANS-RXN-328	-7.598938
RXN66-495	-69.979996
1.1.1.251-RXN	1.0817871
RXN-18898	[]
RXN-19136	-43.52997
RXN-8473	6.5516663
TRANS-RXN-3	0.
RXN-16814	-35.070004
RXN-14326	-123.35678
RXN-14650	0.
D-ARABINONOLACTONASE-RXN	-6.347122
RXN-11878	11.193466
TRANS-RXN-282	0.
1.6.5.6-RXN	2.3864746
TRANS-RXN-383	[]
RXN-20275	[]
RXN-19599	7.803467
RXN-8916	79.52001
TRANS-RXN-262	0.
RXN-11446	-0.45999908
RXN-17303	-4.705902
RXN0-4083	0.
GLY3KIN-RXN	-15.654114
RXN-14781	-23.25122
TRANS-RXN-239	0.
1.1.1.289-RXN	-0.2965088
2.4.2.12-RXN	-13.52301
RXN-15480	-11.277752
RXN-8498	3.7130013
RXN-20055	2.5870972
DIHYDROOROTATE-DEHYDROGENASE-RXN	-27.532227
RXN-14361	3.1530151
RXN-17729	325.0658
TRANS-RXN-2	-7.598816
RXN-11910	-45.22
MALATE-DEH-RXN	4.4617615
RXN-19205	[]
TRNA-S-TRANSFERASE-RXN	8.06604
3.2.1.151-RXN	[]
TRANS-RXN-169	-33.821106
RXN-8948	-13.4158325
RXN-20561	[]
TRANS-RXN66-1231	0.
RXN-17330	7.21698
RXN-12364	[]
RXN0-22	0.
RXN-14805	2.1629944
PROPANOATECOA-LIGASE-RXN	-5.163574000e-2
TRANS-RXN-141B	0.
2.5.1.41-RXN	-0.6300049
RXN-9417	-20.76413
TRANS-RXN0-573	-7.598816
RXN-20082	7.290039
RXN-15257	-13.964783
TRANS-RXN-122	0.
RXN-17768	-0.16644287
RXN-12845	-132.09998
TRANS-RXN0-556	0.
MANDELATE-RACEMASE-RXN	0.
RXN-9951	-1.3665161
TRANS-RXN-108C	0.
3.2.1.35-RXN	[]
RXN-18198	-1.8417587
TRANS-RXN0-534	0.
RXN-20586	[]
RXN-15748	-59.94281
RXN0-10	0.
RXN-12396	-176.31
3.4.24.69-RXN	-12.679367
RXN-17332	24.746998
PRUNASIN-BETA-GLUCOSIDASE-RXN	-3.1130066
RXN-2202	-10.171204
TRANS-RXN0-515	0.
RXN-9439	-3.1130028
RXN-18644	-27.146969
RXN-14452	[]
RXN-2482	-56.921783
RXN-10131	6.2734375
TRANS-RXN0-498	0.
RXN-15295	-16.00235
AGMATIN-RXN	-3.5730019
RXN-11496	-37.285233
RXN-12872	1.8000183
RXN-6222	123.56
TRANS-RXN0-474	0.
RXN-9993	-118.58179
RXN-13363	-0.25645447
3.6.3.33-RXN	[]
RXN-18222	5.6769943
RXN-10964	-0.5718994
TRANS-RXN0-453	0.
RXN-15775	-159.50018
RXN0-7078	-1.5701599
TRANS-RXN0-281	0.
3.5.1.77-RXN	3.3611298
RXN-16237	-52.835297
RXN-9357	-59.308716
RXN-18670	-3.7001038
RXN-13866	-37.69818
TRANS-RXN0-213	0.
RXN-10426	-34.814117
RXN66-346	-111.39888
ACH1-RXN	0.
ALCOHOL-O-ACETYLTRANSFERASE-RXN	-24.152222
RXN-19086	-23.417137
RXN3O-9786	[]
RXN-6423	-0.71699905
RXN-16768	0.
TRANS-RXN-98	0.
RXN-13392	-0.7999573
CYCLOHEXANE-13-DIONE-HYDROLASE-RXN	-16.277119
RXN-19936	116.4483
RXN-10990	37.042725
1.3.1.67-RXN	-17.96521
TRANS-RXN-57	0.
RXN0-7187	-66.257
RXN-7884	-169.36
RXN0-5309	[]
RXN-7938	-7.547241
RXN-19556	-2.657116
TRANS-RXN-378	[]
RXN-16261	107.119965
RXN-11409	-118.30707
RXN-15168	-33.69107
RXN-13891	14.173508
GLUCOSE-OXIDASE-RXN	-33.660004
RXN0-5264	31.835236
RXN66-478	0.99186707
1.1.1.201-RXN	18.915771
ABC-37-RXN	-7.598816
RXN-19117	-73.5246
RXN-8450	-137.94699
RXN-16593	0.
RXN-16796	-88.11594
RXN-14300	-0.3000183
TRANS-RXN-361	0.
CYTDEAM-RXN	8.627003
RXN-11853	6.551758
RXN-12853	-95.24881
1.5.1.27-RXN	9.073456
TOLUENE-4-MONOOXYGENASE-RXN	-96.82881
ABC-18-RXN	-7.598816
RXN-19583	-4.157135
RXN-8890	0.3529663
TRANS-RXN-346	0.
RXN-11431	-0.4630127
RXN-17270	-12.737015
TRANS-RXN-322	0.
GLUTAMINESYN-RXN	-6.7717896
RXN-14763	-10.649414
TRANS-RXN-298	-7.5988464
1.1.1.263-RXN	-1.6264648
2.4.1.48-RXN	[]
RXN-15092	-33.69107
RXN-8481	6.897644
RXN-20033	-121.68652
RXN-14647	0.
RXN-14338	-138.03735
RXN-17712	-85.46051
TRANS-RXN-279	[]
RXN-11890	-126.627014
LYSINE--TRNA-LIGASE-RXN	-157.62085
RXN0-4522	-7.598816
TREHALA-RXN	-3.112976
3.2.1.130-RXN	202.30933
RXN-19780	-16.137146
RXN-8927	1.0871124
RXN-20544	[]
TRANS-RXN-250	-7.598877
RXN-17313	-331.11646
RXN-12342	-0.92300797
TRANS-RXN-236	[]
RXN-14789	-19.929993
PREPHENATE-TRANSAMINE-RXN	0.7000122
RXN0-3501	-69.33476
2.4.2.38-RXN	-75.27136
RXN-9400	28.685883
TRANS-RXN-210	0.
RXN-20063	-5.961258
RXN-15240	6.897583
TRANS-RXN-195	0.
RXN-17738	66.65958
RXN-12828	[]
RXN0-2522	-34.9393
MALIC-NADP-RXN	-1.5682373
RXN-9922	-8.96
RXN-14548	62.454865
3.2.1.159-RXN	[]
RXN-18181	-43.944946
TRANS-RXN-167	-33.6911
RXN-20569	[]
RXN-15729	-6.7281494
TRANS-RXN0-617	-7.598877
RXN-12375	-34.742218
3.4.24.54-RXN	-11.821243
TRANS-RXN-14	0.
PROSTAGLANDIN-A1-DELTA-ISOMERASE-RXN	-13.39
RXN-21030	[]
TRANS-RXN0-570	0.
RXN-9424	-0.37820435
RXN-18622	-6.7400208
TRANS-RXN-121	0.
RXN-15269	-56.719
RXN-10113	[]
TRANS-RXN0-550	0.
RXN-12854	-24.60524
ADENOSYLMETHIONINE-HYDROLASE-RXN	-7.4730225
RXN0-7185	-7.598877
RXN-9970	-3.742981
RXN-5881	-4.899994
TRANS-RXN-108	0.
RXN-18206	3.5417786
RXN-13332	-24.11713
TRANS-RXN0-531	0.
RXN-15758	69.673065
RXN-10946	14.706420
TRANS-RXN0-512	0.
3.4.24.76-RXN	-12.679367
RXN0-7013	-4.2871094
RXN0-7050	0.
RXN-2221	-93.99054
RXN-16215	-72.137634
TRANS-RXN0-495	0.
RXN-18653	-6.6047363
RXN-13845	6.897583
3.6.3.9-RXN	-7.598816
RXN-10139	-19.998993
RXN66-317	-101.9046
TRANS-RXN0-469	0.
AKBLIG-RXN	6.119995
RXN-19060	-80.61636
3.6.3.3-RXN	-7.598877
RXN-6266	-134.12698
RXN-16746	-26.440002
RXN-21035	[]
RXN-13375	6.8976746
CPM-KDOSYNTH-RXN	-118.581726
RXN-5882	-113.94946
RXN-10973	-25.294922
1.3.1.18-RXN	-21.28894
TRANS-RXN0-449	0.
RXN0-7101	2.1217651
RXN-7853	-16.909973
TRANS-RXN0-278	0.
RXN-16245	3.541809
RXN-19539	-4.9730167
RXN-20993	[]
RXN-13874	6.897583
RXN-11392	-30.757767
RXN-17652	-11.225243
RXN66-355	-84.72476
GLUCONATE-5-DEHYDROGENASE-RXN	-8.149414
TRANS-RXN0-264	0.
RXN-19095	-113.7511
1.1.1.150-RXN	2.541809
