#model.rxns	grpCont_deltaG	grpCont_uncertainty	grpCont_lnRevIdx	MetaCyc_deltaG	MetaCyc_rxnDirection	MetaCyc_lnRevIdx	SEED_deltaG	SEED_uncertainty	SEED_lnRevIdx	SEED_rxnDirection	memote_revIdx	model_rxnDirection	Action	New_model.lb	Notes
r_4227	-4.723	0.8806	-3.9857	-5.3371	-4.504	=	7.34	1.47	6.1942	>	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction |  Conflict between MetaCyc and modelSEED reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4228	-4.723	0.8806	-3.9857	-5.3371	-4.504	>	-2.84	0.54	-2.3967	>	[]	=	Change to irreversible forward	0	"Reaction involves hydrolysis of (Indol-3-yl)acetamide, inferred to be irreversible forward | deltaG from all sources are negative | All reversibility indexes calculated from deltaG are highly negative | Reaction directions from MetaCyc and SEED are irreversible forward"
r_4229	-4.723	0.8806	-3.9857	15.2051	12.8316	>	[]	[]	[]	[]	[]	=	Remove reaction from model	[]	"r_4229 is a generic reaction, similar to r_4228 in the model"
r_4230	4.723	0.8806	3.9857	-8.7571	-7.3901	>	2.84	0.54	2.3967	<	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | MetaCyc and modelSEED reaction direction matches (metabolites on LHS in MetaCyc are metabolites on RHS in modelSEED) | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4233	-5.33	2.2227	-4.498	[]	[]	[]	[]	[]	[]	[]	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4236	[]	[]	[]	16.6471	14.0485	>	-12.37	0.71	-10.439	>	21.585	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Conflict between MetaCyc and modelSEED reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4245	[]	[]	[]	0.2352	0.1985	>	-1.44	0.38	-1.2152	>	-7.4311	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4248	-7.51	0.6428	-15.358	-8.3341	-16.2853	>	-6.8	0.72	-14.5591	>	[]	=	Change to irreversible forward	0	deltaG from all sources are negative | All reversibility indexes calculated from deltaG are highly negative | Reaction directions from MetaCyc and SEED are irreversible forward
r_4249	-12.954	1.0462	-10.9319	-11.3741	-9.5986	=	-11.8	1.28	-9.958	=	-9.9352	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4250	-6.817	0.7176	2.3055	-6.813	2.3082	=	[]	[]	[]	[]	-11.819	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4262	1.42	0.4361	2.3967	[]	[]	[]	1.82	0.08	3.0718	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4264	15	1.2608	17.0345	14.3618	16.6037	>	14.88	0.5	16.9535	>	12.7472	=	Change to irreversible forward and perform sign change for all metabolites in this reaction	0	"Reference to MetaCyc ID FUMARATE-REDUCTASE-NADH-RXN, infer that purpose of reaction is for the regeneration of NAD+ from NADH | MetaCyc reaction direction manually corrected to < based on MetaCyc ID FUMARATE-REDUCTASE-NADH-RXN"
r_4270	[]	[]	[]	140.8283	118.8449	>	[]	[]	[]	[]	[]	=	Change to irreversible forward	0	"Superoxide i.e. peroxide radical (known to be chemically reactive) is involved in r_4270, inferred to be irreversible forward | Reference to MetaCyc ID SUPEROX-DISMUT-RXN"
r_4274	-9.653	0.9153	-19.2463	-13.5553	-21.4417	>	-14.01	1.14	-21.6975	>	[]	=	Change to irreversible forward	0	deltaG from all sources are negative | All reversibility indexes calculated from deltaG are highly negative | Reaction directions from MetaCyc and SEED are irreversible forward
r_4277	-3.614	1.1786	-3.0499	[]	[]	[]	[]	[]	[]	[]	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4279	[]	[]	[]	-113.5488	-83.5668	>	[]	[]	[]	[]	[]	=	Change to irreversible forward	0	Hydrolysis of high-energy phosphoanhydride bond should be irreversible | deltaG from MetaCyc is negative | Reversibility index calculated from deltaG is highly negative | Reaction directions from MetaCyc is irreversible forward
r_4280	-5.294	1.26	-4.4676	[]	[]	[]	[]	[]	[]	[]	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4281	-5.294	1.26	-4.4676	[]	[]	[]	[]	[]	[]	[]	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4288	0	2	0	0	0	=	[]	[]	[]	[]	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4291	-9.803	1.1761	-5.5152	[]	[]	[]	-12.08	0.38	-6.7962	=	-9.9623	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4292	-9.803	1.1761	-5.5152	-13.7295	-7.7242	=	-10.95	0.49	-6.1605	=	-9.412	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4293	-9.803	1.1761	-5.5152	-12.4812	-7.0219	>	-10.95	0.48	-6.1605	=	-9.6117	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4294	-9.803	1.1761	-5.5152	-13.1053	-7.3731	>	-8.68	0.26	-4.8834	=	-7.4693	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4295	-9.803	1.1761	-5.5152	-13.1053	-7.3731	>	-9.8	9.66	-5.5135	=	-7.4679	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4296	-9.446	2.6104	-5.3143	-20.0766	-11.2951	>	[]	[]	[]	[]	-11.9951	=	Change to irreversible forward	0	deltaG from all sources are negative | All reversibility indexes calculated from deltaG are highly negative | Reaction direction from MetaCyc is irreversible forward
r_4297	-9.803	1.1761	-5.5152	-12.4812	-7.0219	>	-8.29	0.26	-4.664	=	-7.2223	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4298	-9.803	1.1761	-5.5152	[]	[]	[]	[]	[]	[]	[]	-7.7474	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4299	-9.803	1.1761	-5.5152	-13.1053	-7.373	>	-8.6	0.26	-4.8384	=	-7.425	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4300	-9.803	1.1761	-5.5152	[]	[]	[]	-8.68	0.26	-4.8834	=	-7.47	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4301	-9.803	1.1761	-5.5152	-13.1053	-7.373	>	-8.68	0.26	-4.8834	=	-7.4677	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4302	-9.803	1.1761	-5.5152	-13.1053	-7.373	>	-8.55	0.26	-4.8102	=	-7.3771	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4303	[]	[]	[]	[]	[]	[]	-23.93	0.27	-13.463	>	-7.466	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4304	[]	[]	[]	[]	[]	[]	-23.93	0.27	-13.463	>	-7.466	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4305	-9.803	1.1761	-5.5152	-13.1053	-7.373	=	-8.68	0.26	-4.8834	=	-7.466	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4306	-9.803	1.1761	-5.5152	-13.1053	-7.373	>	-8.68	0.26	-4.8834	=	-7.4709	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4307	[]	[]	[]	-13.1053	-7.3731	>	[]	[]	[]	[]	-7.4699	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4312	-6.74	2.3268	-11.4581	-6.74	-11.4581	>	-6.74	5.2	-11.4581	=	8.7114	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4315	7.68	1.0854	-1.7228	7.9618	-1.5326	=	10.54	0.21	0.208	=	8.9993	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4317	-3.113	0.6928	-2.6271	[]	[]	[]	-5.72	0.44	-4.8271	>	-11.2896	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4318	-3.113	0.6928	-2.6271	-3.113	-2.627	>	[]	[]	[]	[]	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4326	-9.85	6.0393	-13.5577	-30.8324	-27.7233	>	[]	[]	[]	[]	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4330	3.67	1.0964	-4.4301	-0.2565	-7.0809	=	6.33	0.5	-2.6342	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4336	-4.723	0.8806	-3.9857	[]	[]	[]	[]	[]	[]	[]	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4341	[]	[]	[]	[]	[]	[]	0	0.54	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4342	-2.317	0.7356	-1.9553	4.497	3.795	>	-6.09	0.58	-5.1393	=	-10.9062	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4343	[]	[]	[]	[]	[]	[]	0	0.61	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4344	[]	[]	[]	8.557	7.2213	>	-7.41	0.7	-6.2533	=	-13.0297	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4345	[]	[]	[]	7.217	6.0904	>	[]	[]	[]	[]	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4347	-2.317	0.7356	-1.9553	7.217	6.0904	>	-3.13	0.83	-2.6414	=	-7.7931	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4349	[]	[]	[]	[]	[]	[]	0	0.3	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4350	-2.317	0.7356	-1.9553	4.5452	3.8357	>	-7.41	0.5	-6.2533	=	-12.6273	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4351	[]	[]	[]	-11.0413	-9.3177	>	[]	[]	[]	[]	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4353	[]	[]	[]	-78.31	-66.0858	>	[]	[]	[]	[]	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4354	[]	[]	[]	-3.4012	-1.9135	>	[]	[]	[]	[]	-107.2813	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4357	[]	[]	[]	7.217	6.0904	>	[]	[]	[]	[]	-8.1992	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4358	[]	[]	[]	[]	[]	[]	0	2.66	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4359	-2.317	0.7356	-1.9553	7.217	6.0904	>	-3.32	0.45	-2.8017	=	-8.2054	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4360	[]	[]	[]	[]	[]	[]	0	2.66	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4361	[]	[]	[]	[]	[]	[]	0	1.5	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4362	[]	[]	[]	-1.333	-1.1249	>	0.28	0.55	0.2363	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4363	-6.034	3.4313	-13.6972	[]	[]	[]	-10.05	1.03	-18.216	>	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4367	[]	[]	[]	[]	[]	[]	0	2.57	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4368	[]	[]	[]	9.147	7.7192	>	7.22	1.46	6.093	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4370	[]	[]	[]	7.217	6.0904	>	[]	[]	[]	[]	-10.3338	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4371	[]	[]	[]	[]	[]	[]	0	2.72	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4372	[]	[]	[]	-106.3113	-89.716	>	[]	[]	[]	[]	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4373	[]	[]	[]	[]	[]	[]	0	4.17	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4374	[]	[]	[]	-20.6612	-20.8566	>	[]	[]	[]	[]	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4376	-2.317	0.7356	-1.9553	51.336	43.3224	>	-4.12	0.71	-3.4769	=	-8.7792	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4377	[]	[]	[]	[]	[]	[]	0	4.29	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4379	[]	[]	[]	[]	[]	[]	0	3.92	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4381	[]	[]	[]	[]	[]	[]	0	1.33	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4384	3.76	1.0797	9.4462	0.8735	7.4975	>	4.94	0.79	10.2428	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4385	[]	[]	[]	0	0	=	0	1.02	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4386	[]	[]	[]	-2.563	-2.1629	>	-0.88	0.86	-0.7426	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4387	[]	[]	[]	[]	[]	[]	0	1.12	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4388	[]	[]	[]	-179.5113	-151.4895	>	[]	[]	[]	[]	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4389	[]	[]	[]	[]	[]	[]	0	4.2	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4390	[]	[]	[]	[]	[]	[]	1.55	0.84	1.308	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4391	[]	[]	[]	0	0	>	0	0.71	0	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4392	[]	[]	[]	[]	[]	[]	0	2.21	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4398	[]	[]	[]	[]	[]	[]	0	1.53	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4400	[]	[]	[]	-3.113	-2.6271	>	-2.9	0.94	-2.4473	>	-8.079	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4403	[]	[]	[]	-108.8683	-91.8739	>	[]	[]	[]	[]	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4406	[]	[]	[]	[]	[]	[]	0	0.47	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4407	-2.317	0.7356	-1.9553	[]	[]	[]	-3.55	0.64	-2.9958	=	-8.7146	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4409	[]	[]	[]	-1.213	-1.0237	>	-1.31	0.84	-1.1055	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4410	5.02	0.4214	-1.2593	6.2282	0.1003	>	4.21	0.74	-2.1707	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4411	5.2795	1.2004	-10.8453	-31.6753	-31.636	>	5.28	1.21	-10.845	>	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4412	[]	[]	[]	-110.7912	-93.4967	>	[]	[]	[]	[]	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4413	[]	[]	[]	7.217	6.0904	>	[]	[]	[]	[]	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4414	[]	[]	[]	-5.723	-4.8296	>	-1.33	1.14	-1.1224	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4415	[]	[]	[]	-1.213	-1.0236	>	2.18	0.76	1.8397	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4416	[]	[]	[]	0.127	0.1072	>	[]	[]	[]	[]	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4417	[]	[]	[]	-3.723	-3.1418	>	[]	[]	[]	[]	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4418	[]	[]	[]	-5.843	-4.9309	>	-2.06	1.13	-1.7384	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4419	[]	[]	[]	[]	[]	[]	0	1.12	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4421	[]	[]	[]	[]	[]	[]	0	1.09	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4422	[]	[]	[]	[]	[]	[]	0	0.76	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4423	[]	[]	[]	[]	[]	[]	0	1.5	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4424	[]	[]	[]	[]	[]	[]	0	1.5	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4425	[]	[]	[]	[]	[]	[]	0	1.5	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4426	[]	[]	[]	[]	[]	[]	0	1.53	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4427	[]	[]	[]	[]	[]	[]	0	1.47	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4428	[]	[]	[]	[]	[]	[]	0	1.29	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4429	[]	[]	[]	[]	[]	[]	0	1.9	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4430	[]	[]	[]	[]	[]	[]	0	1.9	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4431	[]	[]	[]	[]	[]	[]	0	1.12	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4432	[]	[]	[]	-150.0576	-77.1323	>	-71.92	4.36	-44.1621	>	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4435	[]	[]	[]	4.4969	3.795	>	-4.59	0.57	-3.8735	=	-9.5685	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4439	[]	[]	[]	-1.333	-1.1249	>	[]	[]	[]	[]	[]	>	Retain model reaction direction		"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4443	[]	[]	[]	[]	[]	[]	0	5.03	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4444	[]	[]	[]	[]	[]	[]	0	0.41	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4445	[]	[]	[]	[]	[]	[]	0	0.41	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4446	[]	[]	[]	[]	[]	[]	0	2.14	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4447	[]	[]	[]	[]	[]	[]	0	0.76	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
